MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-25.928571428571427,-4.828846153846152,2.0636363636363635
2,-22.74642857142857,0.8203703703703703,3.0732142857142866
3,-14.357142857142858,10.016666666666666,7.492857142857145
4,-3.2357142857142844,20.824528301886794,15.937500000000002
5,4.755357142857144,28.224528301886796,43.63571428571429
6,12.480357142857146,31.377358490566028,81.28392857142856
7,17.005357142857143,31.688679245283026,124.7517857142857
8,14.135714285714283,30.63076923076923,92.1625
9,5.503636363636363,26.638461538461538,47.23272727272728
10,-3.83090909090909,20.135849056603774,19.458181818181824
11,-15.239999999999997,8.442592592592593,9.054545454545455
12,-23.44363636363636,-1.9076923076923082,3.8399999999999994
