MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,10.63529411764706,30.841176470588238,5.9
2,11.993750000000002,33.2875,5.64375
3,13.655555555555559,36.63333333333333,4.077777777777778
4,16.922222222222224,38.73888888888889,5.5
5,21.53529411764706,39.93529411764706,18.329411764705885
6,22.123529411764707,38.92941176470588,87.69411764705882
7,22.376470588235293,37.741176470588236,117.69411764705883
8,22.84705882352941,38.199999999999996,76.3294117647059
9,20.87777777777778,36.172222222222224,128.6777777777778
10,17.529411764705884,34.858823529411765,42.482352941176465
11,11.616666666666667,32.36666666666666,12.188888888888888
12,10.777777777777777,31.099999999999998,3.6555555555555554
