MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,22.942105263157895,32.32702702702702,53.62000000000001
2,23.012499999999996,32.2948717948718,36.614285714285714
3,22.77804878048781,32.984210526315785,29.352173913043476
4,23.051428571428573,33.28285714285715,24.75454545454546
5,22.95405405405405,33.438235294117646,20.36842105263158
6,22.13055555555556,33.157142857142865,7.115789473684211
7,21.389473684210525,32.83513513513514,21.25294117647059
8,21.30512820512821,32.98611111111111,10.225000000000001
9,21.726829268292676,33.73947368421052,16.745454545454546
10,22.422500000000003,34.10512820512821,21.270000000000003
11,22.92307692307692,33.73076923076923,19.032000000000004
12,22.923684210526318,33.05142857142857,31.304000000000002
