MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-5.716071428571427,9.198214285714286,71.74901960784317
2,-5.021428571428571,10.0,52.007843137254895
3,-3.1,14.212499999999997,59.04313725490194
4,-1.356363636363637,18.787272727272725,44.824000000000005
5,2.5145454545454546,23.430909090909097,58.04600000000001
6,5.718181818181818,26.03454545454545,67.4627450980392
7,8.121818181818183,27.632727272727273,74.85098039215687
8,7.86909090909091,27.389090909090903,69.50000000000001
9,4.994545454545453,22.892727272727267,62.90980392156863
10,1.5199999999999994,18.432727272727277,65.75882352941179
11,-1.7527272727272722,13.038181818181814,66.93400000000001
12,-4.4472727272727255,9.952727272727273,76.07647058823528
