MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.707692307692309,6.230769230769231,43.29599999999999
2,-2.3576923076923073,6.1192307692307715,32.43846153846154
3,-0.5153846153846154,9.36923076923077,29.33076923076923
4,2.728,13.515999999999998,26.736000000000008
5,6.896,18.42,40.88
6,11.427999999999999,22.131999999999998,50.532
7,14.107692307692307,23.953846153846147,69.27692307692308
8,14.257692307692306,23.9,55.173076923076934
9,11.350000000000001,20.680769230769233,48.17692307692307
10,6.73076923076923,16.03846153846154,44.315384615384616
11,1.776923076923077,10.853846153846153,46.396
12,-1.4423076923076925,7.269230769230769,45.675999999999995
