MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.260714285714286,9.857142857142852,64.36964285714285
2,-2.782142857142858,10.298214285714286,47.205357142857146
3,-1.678571428571429,12.864285714285717,47.55535714285714
4,-0.1418181818181818,15.074545454545461,41.44181818181818
5,2.3236363636363637,17.921818181818185,50.97090909090908
6,5.843636363636363,20.70545454545454,55.67818181818184
7,7.947272727272729,22.336363636363643,57.56545454545451
8,7.3054545454545465,21.807272727272736,61.66727272727274
9,4.920000000000002,19.609090909090913,55.68545454545454
10,1.8436363636363637,15.749090909090906,76.68181818181816
11,-1.312727272727273,12.363636363636358,63.34909090909091
12,-3.089090909090908,10.632727272727275,66.29454545454549
