MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-5.684905660377357,12.0375,29.427659574468084
2,-3.7584905660377346,13.84,43.24468085106382
3,0.4867924528301886,17.06086956521739,69.23469387755102
4,6.441509433962265,21.420833333333334,104.572
5,11.40943396226415,24.91250000000001,123.53877551020406
6,15.924528301886792,26.927999999999987,160.3122448979592
7,19.66792452830189,30.627659574468087,269.57800000000003
8,21.552830188679245,31.723404255319146,204.544
9,17.053846153846155,29.029787234042544,153.67755102040815
10,10.28846153846154,25.26595744680851,64.34583333333333
11,2.9480769230769233,20.931250000000002,42.18222222222223
12,-4.117307692307693,15.09772727272727,25.53191489361703
