MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,19.054761904761904,31.523809523809536,4.453658536585366
2,18.947619047619046,31.36904761904762,4.635714285714286
3,18.08809523809524,31.14523809523809,0.49285714285714294
4,18.976595744680857,31.20638297872341,0.02127659574468085
5,20.430232558139533,32.358139534883726,2.641860465116279
6,23.47954545454547,33.65681818181819,81.99090909090908
7,24.218181818181815,34.08409090909091,135.0590909090909
8,24.134883720930237,34.03953488372092,141.26046511627908
9,23.84883720930232,33.58837209302325,221.48837209302326
10,23.560465116279072,33.32790697674419,98.67209302325583
11,21.866666666666664,32.576190476190476,20.85952380952381
12,20.077272727272728,31.913953488372087,5.477272727272728
