MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,4.551063829787234,30.640425531914897,5.995652173913046
2,6.528260869565218,33.5804347826087,5.443478260869566
3,8.550000000000002,36.03125,5.75
4,12.44791666666667,38.575,16.147916666666664
5,16.03404255319149,38.79574468085106,27.548936170212766
6,17.319565217391307,37.13695652173914,49.98695652173913
7,16.957446808510635,34.96170212765958,67.65106382978723
8,16.80222222222222,35.04222222222222,56.53555555555556
9,15.234042553191495,33.834042553191495,59.172340425531914
10,11.212765957446805,32.89787234042554,38.974468085106395
11,7.668085106382979,31.591489361702124,11.308510638297872
12,5.363829787234043,29.79787234042553,4.897872340425533
