MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-5.989743589743591,9.415384615384616,76.94411764705883
2,-4.964102564102563,10.287179487179486,55.826470588235296
3,-3.1230769230769235,13.764102564102567,69.76764705882353
4,-1.2179487179487176,18.33076923076923,44.08529411764706
5,3.0794871794871796,23.45897435897436,60.09411764705882
6,6.246153846153847,25.441025641025636,70.72857142857144
7,8.897435897435898,27.2025641025641,74.19428571428571
8,8.471794871794872,26.935897435897434,67.14285714285714
9,5.638461538461538,22.37948717948718,73.4542857142857
10,1.6846153846153846,18.09230769230769,78.08
11,-1.5769230769230769,12.923076923076922,80.65428571428572
12,-4.484210526315789,10.363157894736844,84.12352941176471
